freq,psd_x,psd_y,psd_z,psd_xyz
174.6,3.582e+03,2.323e+03,4.238e+03,1.014e+04
176.1,3.356e+03,3.045e+03,4.272e+03,1.067e+04
177.7,3.430e+03,3.963e+03,4.468e+03,1.186e+04
179.2,3.767e+03,5.177e+03,5.203e+03,1.415e+04
180.7,3.302e+03,6.073e+03,5.231e+03,1.461e+04
182.3,2.892e+03,6.374e+03,4.760e+03,1.403e+04
183.8,2.626e+03,6.004e+03,3.490e+03,1.212e+04
185.3,2.376e+03,5.722e+03,2.117e+03,1.022e+04
186.9,2.375e+03,5.597e+03,1.345e+03,9.317e+03
188.4,2.555e+03,5.722e+03,9.849e+02,9.261e+03
189.9,2.891e+03,6.174e+03,8.040e+02,9.869e+03
191.5,3.217e+03,5.777e+03,6.472e+02,9.642e+03
193.0,3.723e+03,5.578e+03,6.668e+02,9.968e+03
194.5,4.639e+03,5.705e+03,1.021e+03,1.136e+04
196.0,5.070e+03,5.252e+03,1.385e+03,1.171e+04
197.6,5.056e+03,4.351e+03,1.849e+03,1.126e+04
199.1,4.441e+03,3.248e+03,2.185e+03,9.873e+03
