freq,psd_x,psd_y,psd_z,psd_xyz
128.8,1.298e+03,1.312e+05,2.764e+03,1.353e+05
130.2,9.100e+02,1.292e+05,2.559e+03,1.327e+05
131.7,5.731e+02,1.054e+05,2.011e+03,1.080e+05
133.2,1.888e+02,3.568e+04,7.025e+02,3.657e+04
134.7,3.044e+01,1.807e+03,6.216e+01,1.899e+03
136.2,2.720e+01,7.926e+02,3.562e+01,8.554e+02
137.6,3.108e+01,8.939e+02,3.748e+01,9.625e+02
139.1,3.508e+01,9.468e+02,3.994e+01,1.022e+03
140.6,4.107e+01,9.967e+02,4.976e+01,1.088e+03
142.1,4.487e+01,1.005e+03,4.801e+01,1.097e+03
143.6,5.390e+01,1.064e+03,5.361e+01,1.172e+03
145.0,5.866e+01,1.125e+03,5.607e+01,1.240e+03
146.5,5.660e+01,1.163e+03,6.168e+01,1.281e+03
148.0,5.649e+01,1.155e+03,9.240e+01,1.304e+03
149.5,5.329e+01,1.039e+03,1.095e+02,1.202e+03
151.0,4.393e+01,9.228e+02,9.698e+01,1.064e+03
152.4,4.151e+01,8.874e+02,7.542e+01,1.004e+03
153.9,4.537e+01,9.746e+02,6.507e+01,1.085e+03
155.4,5.204e+01,1.060e+03,5.648e+01,1.169e+03
156.9,6.290e+01,1.022e+03,5.100e+01,1.136e+03
158.4,6.898e+01,9.148e+02,6.061e+01,1.044e+03
159.8,6.525e+01,8.248e+02,7.079e+01,9.609e+02
161.3,5.863e+01,7.946e+02,9.052e+01,9.437e+02
162.8,4.706e+01,9.329e+02,1.532e+02,1.133e+03
164.3,4.703e+01,1.373e+03,3.352e+02,1.755e+03
165.8,5.160e+01,1.362e+03,4.386e+02,1.853e+03
167.2,5.741e+01,1.099e+03,4.150e+02,1.571e+03
168.7,8.424e+01,1.038e+03,4.329e+02,1.555e+03
170.2,8.597e+01,9.436e+02,3.055e+02,1.335e+03
171.7,5.824e+01,8.268e+02,1.567e+02,1.042e+03
173.2,6.496e+01,7.952e+02,1.692e+02,1.029e+03
174.6,7.558e+01,7.975e+02,1.589e+02,1.032e+03
176.1,7.142e+01,7.877e+02,1.725e+02,1.032e+03
177.6,6.491e+01,8.487e+02,2.129e+02,1.127e+03
179.1,5.806e+01,1.048e+03,2.569e+02,1.363e+03
180.6,6.343e+01,1.105e+03,2.711e+02,1.440e+03
182.0,7.788e+01,1.047e+03,2.862e+02,1.411e+03
183.5,9.360e+01,1.025e+03,3.225e+02,1.441e+03
185.0,1.016e+02,1.043e+03,3.635e+02,1.508e+03
186.5,1.052e+02,1.102e+03,4.157e+02,1.623e+03
188.0,1.141e+02,1.164e+03,4.377e+02,1.716e+03
189.4,1.061e+02,1.219e+03,4.796e+02,1.805e+03
190.9,1.008e+02,1.327e+03,5.355e+02,1.963e+03
192.4,1.067e+02,1.453e+03,5.728e+02,2.133e+03
193.9,1.090e+02,1.738e+03,5.584e+02,2.405e+03
195.4,1.220e+02,1.855e+03,5.381e+02,2.515e+03
196.8,1.506e+02,1.732e+03,5.203e+02,2.403e+03
198.3,1.635e+02,1.681e+03,5.418e+02,2.386e+03
199.8,1.853e+02,1.554e+03,6.016e+02,2.341e+03
