freq,psd_x,psd_y,psd_z,psd_xyz
177.3,4.795e+01,1.095e+03,5.468e+01,1.197e+03
178.8,4.546e+01,1.218e+03,7.118e+01,1.335e+03
180.3,5.024e+01,1.309e+03,8.222e+01,1.441e+03
181.9,4.618e+01,1.284e+03,7.717e+01,1.407e+03
183.4,4.551e+01,1.310e+03,9.445e+01,1.450e+03
184.9,3.984e+01,1.282e+03,1.197e+02,1.442e+03
186.5,3.617e+01,1.247e+03,1.452e+02,1.428e+03
188.0,6.046e+01,1.237e+03,1.464e+02,1.444e+03
189.5,6.214e+01,1.263e+03,1.716e+02,1.497e+03
191.0,3.562e+01,1.305e+03,1.909e+02,1.531e+03
192.6,3.310e+01,1.381e+03,2.082e+02,1.622e+03
194.1,3.864e+01,1.642e+03,2.360e+02,1.917e+03
195.6,4.326e+01,1.822e+03,2.845e+02,2.149e+03
197.1,4.205e+01,1.898e+03,3.230e+02,2.263e+03
198.7,4.147e+01,1.863e+03,3.652e+02,2.269e+03
