freq,psd_x,psd_y,psd_z,psd_xyz
66.6,4.379e+03,1.460e+04,3.024e+06,3.043e+06
68.1,3.059e+03,1.278e+04,2.391e+06,2.406e+06
69.6,3.324e+03,1.198e+04,1.934e+06,1.950e+06
71.0,4.124e+03,1.167e+04,1.586e+06,1.602e+06
72.5,4.804e+03,1.167e+04,1.350e+06,1.366e+06
74.0,5.644e+03,1.198e+04,1.192e+06,1.210e+06
75.5,5.963e+03,1.187e+04,1.055e+06,1.073e+06
77.0,6.367e+03,1.185e+04,9.037e+05,9.220e+05
78.4,7.045e+03,1.178e+04,7.421e+05,7.609e+05
79.9,7.813e+03,1.145e+04,5.928e+05,6.121e+05
81.4,8.114e+03,1.071e+04,4.719e+05,4.908e+05
82.9,6.967e+03,9.002e+03,4.006e+05,4.165e+05
84.4,5.774e+03,9.403e+03,3.904e+05,4.056e+05
85.8,7.284e+03,1.037e+04,3.856e+05,4.032e+05
87.3,5.998e+03,7.066e+03,3.537e+05,3.667e+05
88.8,4.203e+03,4.673e+03,3.344e+05,3.433e+05
90.3,3.058e+03,3.073e+03,3.089e+05,3.150e+05
91.8,2.316e+03,1.858e+03,2.837e+05,2.879e+05
93.3,1.868e+03,1.122e+03,2.638e+05,2.668e+05
94.7,1.362e+03,7.447e+02,2.448e+05,2.469e+05
96.2,6.606e+02,7.647e+02,2.061e+05,2.075e+05
97.7,4.181e+02,6.274e+02,1.597e+05,1.607e+05
99.2,3.884e+02,4.690e+02,1.384e+05,1.393e+05
100.7,6.818e+02,1.533e+03,1.471e+05,1.493e+05
102.1,5.114e+02,2.826e+03,1.377e+05,1.410e+05
103.6,2.699e+02,1.329e+03,1.204e+05,1.220e+05
105.1,2.328e+02,8.519e+02,1.015e+05,1.026e+05
106.6,3.065e+02,1.115e+03,8.656e+04,8.798e+04
108.1,4.608e+02,1.367e+03,7.813e+04,7.996e+04
109.5,5.703e+02,1.743e+03,7.223e+04,7.454e+04
111.0,5.997e+02,2.060e+03,6.540e+04,6.806e+04
112.5,8.188e+02,2.437e+03,5.469e+04,5.795e+04
114.0,1.211e+03,3.011e+03,4.680e+04,5.102e+04
115.5,1.562e+03,2.979e+03,4.009e+04,4.463e+04
116.9,1.831e+03,2.627e+03,3.511e+04,3.957e+04
118.4,2.031e+03,2.796e+03,3.169e+04,3.652e+04
119.9,2.117e+03,3.952e+03,2.922e+04,3.529e+04
121.4,2.034e+03,5.715e+03,2.718e+04,3.493e+04
122.9,1.859e+03,7.338e+03,2.563e+04,3.482e+04
124.3,1.746e+03,9.244e+03,2.512e+04,3.611e+04
125.8,1.667e+03,1.022e+04,2.536e+04,3.725e+04
127.3,1.602e+03,9.363e+03,2.657e+04,3.753e+04
128.8,1.627e+03,7.674e+03,2.830e+04,3.761e+04
130.3,1.753e+03,5.584e+03,2.992e+04,3.726e+04
131.7,1.757e+03,3.535e+03,2.753e+04,3.282e+04
133.2,8.761e+02,1.411e+03,1.220e+04,1.449e+04
134.7,2.473e+02,5.143e+02,2.091e+03,2.852e+03
136.2,2.437e+02,4.934e+02,1.606e+03,2.343e+03
137.7,2.557e+02,5.042e+02,1.533e+03,2.293e+03
139.1,2.875e+02,4.343e+02,1.523e+03,2.244e+03
140.6,2.908e+02,3.757e+02,1.489e+03,2.156e+03
142.1,2.784e+02,3.738e+02,1.411e+03,2.064e+03
143.6,2.773e+02,4.001e+02,1.341e+03,2.018e+03
145.1,2.746e+02,4.405e+02,1.331e+03,2.046e+03
146.5,2.586e+02,4.106e+02,1.257e+03,1.926e+03
148.0,2.722e+02,3.754e+02,1.197e+03,1.844e+03
149.5,2.991e+02,3.446e+02,1.097e+03,1.740e+03
151.0,3.092e+02,3.256e+02,9.669e+02,1.602e+03
152.5,3.243e+02,3.305e+02,9.033e+02,1.558e+03
153.9,3.443e+02,4.269e+02,8.672e+02,1.638e+03
155.4,3.808e+02,5.348e+02,8.449e+02,1.761e+03
156.9,3.823e+02,5.222e+02,7.783e+02,1.683e+03
158.4,3.852e+02,4.602e+02,7.479e+02,1.593e+03
159.9,3.807e+02,4.499e+02,7.847e+02,1.615e+03
161.3,3.810e+02,4.958e+02,7.756e+02,1.652e+03
162.8,3.943e+02,6.299e+02,7.196e+02,1.744e+03
164.3,4.250e+02,7.555e+02,7.364e+02,1.917e+03
165.8,5.767e+02,1.098e+03,9.979e+02,2.673e+03
167.3,7.759e+02,1.439e+03,1.397e+03,3.611e+03
168.7,9.044e+02,9.673e+02,1.334e+03,3.205e+03
170.2,9.583e+02,8.800e+02,1.342e+03,3.181e+03
171.7,9.100e+02,6.852e+02,1.378e+03,2.973e+03
173.2,9.181e+02,8.382e+02,1.845e+03,3.601e+03
174.7,8.771e+02,1.310e+03,2.480e+03,4.667e+03
176.1,7.327e+02,1.865e+03,2.796e+03,5.394e+03
177.6,5.482e+02,2.170e+03,2.757e+03,5.475e+03
179.1,4.277e+02,2.321e+03,2.607e+03,5.355e+03
180.6,2.982e+02,2.224e+03,2.332e+03,4.854e+03
182.1,2.059e+02,1.967e+03,1.848e+03,4.022e+03
183.5,1.918e+02,1.744e+03,1.332e+03,3.268e+03
185.0,1.931e+02,1.539e+03,1.041e+03,2.773e+03
186.5,2.129e+02,1.345e+03,8.662e+02,2.424e+03
188.0,2.548e+02,1.165e+03,7.947e+02,2.215e+03
189.5,2.796e+02,1.183e+03,9.581e+02,2.421e+03
190.9,2.711e+02,1.170e+03,1.137e+03,2.578e+03
192.4,2.821e+02,1.259e+03,1.437e+03,2.977e+03
193.9,4.371e+02,1.348e+03,1.977e+03,3.762e+03
195.4,5.285e+02,1.492e+03,2.295e+03,4.316e+03
196.9,4.974e+02,1.950e+03,2.466e+03,4.914e+03
198.3,4.448e+02,2.588e+03,2.917e+03,5.950e+03
199.8,4.215e+02,3.559e+03,3.387e+03,7.368e+03
