freq,psd_x,psd_y,psd_z,psd_xyz
82.7,9.477e+04,1.131e+05,7.758e+02,2.087e+05
84.3,6.655e+04,8.926e+04,5.063e+02,1.563e+05
85.8,4.640e+04,7.059e+04,6.300e+02,1.176e+05
87.3,3.124e+04,5.470e+04,1.032e+03,8.697e+04
88.9,2.165e+04,4.277e+04,1.530e+03,6.595e+04
90.4,1.666e+04,3.544e+04,1.825e+03,5.393e+04
91.9,1.669e+04,3.432e+04,1.439e+03,5.245e+04
93.4,1.534e+04,3.143e+04,1.066e+03,4.784e+04
95.0,1.335e+04,2.664e+04,8.984e+02,4.089e+04
96.5,1.240e+04,2.327e+04,9.330e+02,3.661e+04
98.0,1.129e+04,1.949e+04,1.360e+03,3.214e+04
99.6,1.038e+04,1.594e+04,2.023e+03,2.835e+04
101.1,1.013e+04,1.273e+04,2.210e+03,2.507e+04
102.6,9.512e+03,9.217e+03,1.952e+03,2.068e+04
104.2,7.807e+03,5.861e+03,2.010e+03,1.568e+04
105.7,7.060e+03,4.451e+03,1.518e+03,1.303e+04
107.2,7.720e+03,6.529e+03,1.050e+03,1.530e+04
108.8,7.417e+03,8.943e+03,1.045e+03,1.740e+04
110.3,6.384e+03,1.092e+04,8.586e+02,1.816e+04
111.8,5.961e+03,1.402e+04,5.662e+02,2.055e+04
113.4,5.316e+03,1.721e+04,3.062e+02,2.283e+04
114.9,4.637e+03,2.222e+04,1.582e+02,2.701e+04
116.4,3.558e+03,2.838e+04,9.587e+01,3.203e+04
118.0,2.312e+03,3.329e+04,5.520e+01,3.566e+04
119.5,1.276e+03,3.711e+04,4.966e+01,3.843e+04
121.0,5.800e+02,3.887e+04,9.764e+01,3.955e+04
122.6,1.965e+02,4.840e+04,1.858e+02,4.878e+04
124.1,1.194e+02,6.127e+04,3.011e+02,6.169e+04
125.6,1.596e+02,6.538e+04,4.353e+02,6.597e+04
127.1,2.806e+02,6.688e+04,6.025e+02,6.776e+04
128.7,4.484e+02,6.742e+04,7.688e+02,6.863e+04
130.2,5.706e+02,6.525e+04,8.704e+02,6.669e+04
131.7,5.735e+02,5.617e+04,7.969e+02,5.754e+04
133.3,2.711e+02,2.339e+04,3.264e+02,2.399e+04
134.8,4.111e+01,1.620e+03,6.089e+01,1.722e+03
136.3,2.971e+01,3.296e+02,6.640e+01,4.258e+02
137.9,3.122e+01,3.638e+02,4.670e+01,4.418e+02
139.4,2.738e+01,4.436e+02,5.782e+01,5.288e+02
140.9,2.892e+01,5.776e+02,5.988e+01,6.664e+02
142.5,3.204e+01,7.226e+02,5.009e+01,8.047e+02
144.0,3.243e+01,7.355e+02,3.942e+01,8.073e+02
145.5,3.510e+01,7.487e+02,2.912e+01,8.129e+02
147.1,3.531e+01,8.878e+02,2.584e+01,9.489e+02
148.6,3.799e+01,1.118e+03,2.658e+01,1.182e+03
150.1,3.385e+01,1.243e+03,2.745e+01,1.304e+03
151.7,3.248e+01,1.238e+03,2.682e+01,1.297e+03
153.2,3.377e+01,1.329e+03,2.943e+01,1.392e+03
154.7,3.379e+01,1.376e+03,2.937e+01,1.439e+03
156.3,3.521e+01,1.326e+03,3.078e+01,1.392e+03
157.8,4.518e+01,1.232e+03,3.469e+01,1.312e+03
159.3,5.187e+01,1.292e+03,4.296e+01,1.387e+03
160.9,5.398e+01,1.334e+03,4.788e+01,1.436e+03
162.4,4.937e+01,1.303e+03,5.070e+01,1.403e+03
163.9,4.923e+01,1.251e+03,5.647e+01,1.356e+03
165.4,5.244e+01,1.455e+03,7.294e+01,1.581e+03
167.0,5.584e+01,1.674e+03,8.555e+01,1.815e+03
168.5,6.542e+01,1.764e+03,1.058e+02,1.935e+03
170.0,8.364e+01,1.804e+03,1.920e+02,2.080e+03
171.6,1.286e+02,1.838e+03,3.205e+02,2.287e+03
173.1,1.346e+02,1.864e+03,4.160e+02,2.415e+03
174.6,1.087e+02,1.979e+03,4.750e+02,2.562e+03
176.2,9.052e+01,2.041e+03,5.171e+02,2.648e+03
177.7,9.593e+01,2.136e+03,5.010e+02,2.733e+03
179.2,1.356e+02,2.452e+03,4.589e+02,3.046e+03
180.8,1.676e+02,2.380e+03,3.517e+02,2.899e+03
182.3,2.008e+02,2.318e+03,3.322e+02,2.851e+03
183.8,1.816e+02,1.775e+03,2.450e+02,2.202e+03
185.4,1.296e+02,1.177e+03,1.861e+02,1.493e+03
186.9,1.399e+02,9.554e+02,1.527e+02,1.248e+03
188.4,1.625e+02,9.354e+02,1.170e+02,1.215e+03
190.0,1.769e+02,1.009e+03,7.911e+01,1.265e+03
191.5,1.619e+02,1.095e+03,6.677e+01,1.323e+03
193.0,1.469e+02,1.178e+03,5.940e+01,1.384e+03
194.6,1.615e+02,1.350e+03,6.883e+01,1.581e+03
196.1,1.922e+02,1.456e+03,8.756e+01,1.736e+03
197.6,2.172e+02,1.517e+03,7.859e+01,1.813e+03
199.1,1.955e+02,1.491e+03,4.713e+01,1.734e+03
