freq,psd_x,psd_y,psd_z,psd_xyz
45.4,1.178e+02,8.132e+01,1.088e+05,1.090e+05
46.8,1.398e+02,7.793e+01,1.239e+05,1.241e+05
48.3,1.436e+02,9.697e+01,1.427e+05,1.430e+05
49.7,1.561e+02,1.281e+02,1.682e+05,1.685e+05
51.2,1.844e+02,1.552e+02,1.960e+05,1.964e+05
52.7,2.152e+02,1.972e+02,2.312e+05,2.316e+05
54.1,2.398e+02,2.634e+02,2.892e+05,2.897e+05
55.6,2.328e+02,3.407e+02,3.689e+05,3.695e+05
57.1,2.684e+02,5.169e+02,5.057e+05,5.065e+05
58.5,9.136e+02,1.200e+03,7.373e+05,7.394e+05
60.0,3.035e+03,2.626e+03,1.102e+06,1.108e+06
61.4,8.442e+03,4.776e+03,1.597e+06,1.610e+06
62.9,1.469e+04,7.020e+03,2.196e+06,2.218e+06
64.4,1.471e+04,8.098e+03,2.848e+06,2.871e+06
65.8,1.199e+04,9.215e+03,3.566e+06,3.587e+06
67.3,1.036e+04,9.091e+03,3.836e+06,3.856e+06
68.8,8.743e+03,6.865e+03,3.473e+06,3.488e+06
70.2,7.178e+03,3.940e+03,2.880e+06,2.891e+06
71.7,5.642e+03,2.112e+03,2.317e+06,2.325e+06
73.1,3.939e+03,2.071e+03,1.992e+06,1.998e+06
74.6,2.006e+03,3.388e+03,1.723e+06,1.729e+06
76.1,1.112e+03,4.749e+03,1.499e+06,1.504e+06
77.5,1.018e+03,5.260e+03,1.271e+06,1.278e+06
79.0,9.930e+02,4.829e+03,1.035e+06,1.041e+06
80.5,8.403e+02,4.144e+03,8.269e+05,8.319e+05
81.9,8.785e+02,3.833e+03,6.681e+05,6.729e+05
83.4,1.407e+03,4.348e+03,5.914e+05,5.971e+05
84.9,2.067e+03,5.106e+03,5.459e+05,5.531e+05
86.3,2.261e+03,5.131e+03,4.717e+05,4.791e+05
87.8,2.131e+03,4.649e+03,3.951e+05,4.019e+05
89.2,1.891e+03,4.406e+03,3.634e+05,3.697e+05
90.7,1.422e+03,4.025e+03,3.423e+05,3.478e+05
92.2,1.135e+03,3.761e+03,3.287e+05,3.335e+05
93.6,9.983e+02,3.435e+03,3.109e+05,3.154e+05
95.1,8.646e+02,3.139e+03,2.858e+05,2.898e+05
96.6,8.287e+02,2.951e+03,2.613e+05,2.651e+05
98.0,8.539e+02,2.685e+03,2.327e+05,2.362e+05
99.5,6.358e+02,2.139e+03,2.068e+05,2.096e+05
100.9,3.019e+02,1.584e+03,1.839e+05,1.858e+05
102.4,2.568e+02,1.159e+03,1.638e+05,1.653e+05
103.9,7.209e+02,9.706e+02,1.462e+05,1.479e+05
105.3,1.596e+03,9.901e+02,1.146e+05,1.172e+05
106.8,2.399e+03,1.244e+03,9.393e+04,9.757e+04
108.3,3.409e+03,1.462e+03,8.016e+04,8.503e+04
109.7,4.190e+03,1.626e+03,6.172e+04,6.753e+04
111.2,4.077e+03,1.545e+03,4.850e+04,5.412e+04
112.6,3.596e+03,1.117e+03,3.800e+04,4.271e+04
114.1,3.349e+03,6.447e+02,3.211e+04,3.611e+04
115.6,3.227e+03,5.245e+02,2.908e+04,3.284e+04
117.0,2.493e+03,9.692e+02,2.638e+04,2.985e+04
118.5,1.934e+03,1.652e+03,2.406e+04,2.765e+04
120.0,1.829e+03,2.354e+03,2.507e+04,2.925e+04
121.4,1.608e+03,2.280e+03,2.192e+04,2.581e+04
122.9,1.323e+03,3.431e+03,1.575e+04,2.051e+04
124.4,1.142e+03,4.001e+03,1.355e+04,1.869e+04
125.8,1.061e+03,4.144e+03,1.436e+04,1.957e+04
127.3,1.174e+03,5.543e+03,1.845e+04,2.517e+04
128.7,1.600e+03,6.816e+03,2.501e+04,3.343e+04
130.2,2.216e+03,7.236e+03,3.059e+04,4.004e+04
131.7,3.367e+03,6.323e+03,3.104e+04,4.073e+04
133.1,1.670e+03,3.674e+03,1.661e+04,2.195e+04
134.6,3.698e+02,1.733e+03,3.702e+03,5.805e+03
136.1,1.294e+03,1.759e+03,4.587e+03,7.641e+03
137.5,1.402e+03,1.224e+03,4.556e+03,7.182e+03
139.0,3.748e+02,6.820e+02,2.485e+03,3.542e+03
140.4,3.234e+02,7.004e+02,2.268e+03,3.292e+03
141.9,2.938e+02,7.856e+02,2.104e+03,3.184e+03
143.4,2.621e+02,7.584e+02,2.082e+03,3.103e+03
144.8,2.636e+02,6.282e+02,2.154e+03,3.046e+03
146.3,2.658e+02,5.940e+02,2.102e+03,2.962e+03
147.8,2.603e+02,6.043e+02,1.995e+03,2.859e+03
149.2,2.885e+02,7.037e+02,1.931e+03,2.923e+03
150.7,3.197e+02,9.692e+02,1.839e+03,3.128e+03
152.1,3.826e+02,1.314e+03,1.807e+03,3.504e+03
153.6,4.124e+02,1.527e+03,1.793e+03,3.732e+03
155.1,4.833e+02,1.670e+03,1.764e+03,3.918e+03
156.5,6.526e+02,1.823e+03,1.648e+03,4.123e+03
158.0,6.905e+02,1.905e+03,1.476e+03,4.072e+03
159.5,7.194e+02,1.827e+03,1.328e+03,3.875e+03
160.9,9.776e+02,1.644e+03,1.320e+03,3.941e+03
162.4,1.858e+03,1.448e+03,1.323e+03,4.629e+03
163.9,3.489e+03,1.446e+03,1.391e+03,6.326e+03
165.3,5.926e+03,1.773e+03,1.502e+03,9.201e+03
166.8,6.839e+03,2.131e+03,1.605e+03,1.058e+04
168.2,7.288e+03,2.804e+03,1.612e+03,1.170e+04
169.7,7.296e+03,3.383e+03,1.582e+03,1.226e+04
171.2,5.804e+03,3.610e+03,1.700e+03,1.111e+04
172.6,3.660e+03,3.691e+03,1.759e+03,9.110e+03
174.1,2.314e+03,2.861e+03,1.222e+03,6.397e+03
175.6,1.788e+03,2.559e+03,9.772e+02,5.325e+03
177.0,1.309e+03,2.513e+03,9.346e+02,4.756e+03
178.5,1.448e+03,2.661e+03,8.666e+02,4.976e+03
179.9,1.777e+03,2.925e+03,1.146e+03,5.848e+03
181.4,1.665e+03,3.091e+03,1.363e+03,6.120e+03
182.9,1.551e+03,3.220e+03,1.392e+03,6.163e+03
184.3,1.248e+03,4.258e+03,2.062e+03,7.567e+03
185.8,8.987e+02,6.411e+03,3.118e+03,1.043e+04
187.3,5.417e+02,8.044e+03,3.517e+03,1.210e+04
188.7,2.848e+02,8.379e+03,3.315e+03,1.198e+04
190.2,1.864e+02,8.088e+03,2.934e+03,1.121e+04
191.7,2.034e+02,7.445e+03,2.595e+03,1.024e+04
193.1,3.030e+02,6.311e+03,2.164e+03,8.778e+03
194.6,3.715e+02,5.288e+03,1.811e+03,7.471e+03
196.0,3.535e+02,4.474e+03,2.031e+03,6.858e+03
197.5,4.180e+02,4.258e+03,2.596e+03,7.273e+03
199.0,4.281e+02,4.413e+03,3.143e+03,7.984e+03
